Student_Names,Course_Recommendation,CourseCode,ListofCourses,RatingOfCourses
Razique Seth,Better luck next time,,,
Pinto Tiwari,"28_METE, 29_TEXE, 31_POLE",,,
Bavesh Singh,"04_CSR, 24_PROD, 13_CE",,,
Gandhik Srivastav,"28_METE, 29_TEXE, 31_POLE",,,
Raju Kumar Vishwakarma,"28_METE, 29_TEXE, 31_POLE",,,
Cʜocoɭʌtƴ Kumari,"28_METE, 29_TEXE, 31_POLE",,,
Avinandan Pandey,"28_METE, 29_TEXE, 31_POLE",,,
Amrnath Rao,Better luck next time,,,
Surendra Kumar Kumar,Better luck next time,,,
Ramsharan Rajput,"28_METE, 29_TEXE, 31_POLE",,,
Padmanabha Seth,"15_CHE, 16_BIOE, 25_FPT",,,
আমি Thakur,"28_METE, 29_TEXE, 31_POLE",,,
Minhaj Rao,Better luck next time,,,
Kailash Chandra Kumar,"04_CSR, 24_PROD, 13_CE",,,
Maharajan Singh,"28_METE, 29_TEXE, 31_POLE",,,
Gauri Shankar Devi,Better luck next time,,,
Manivannan Tiwari,"28_METE, 29_TEXE, 31_POLE",,,
Shajan Pandey,"07_CSBS, 19_MECH, 27_DTE",,,
Khurshid Devi,"28_METE, 29_TEXE, 31_POLE",,,
Abbash Pandit,Better luck next time,,,
Dhanaram Pandey,"07_CSBS, 19_MECH, 27_DTE",,,
Gorav Maurya,"07_CSBS, 19_MECH, 27_DTE",,,
Anurodh Pratap,"04_CSR, 24_PROD, 13_CE",,,
Md Babul Kumari,"05_CSECS, 32_BC, 36_BSP",,,
Suraj Kumar Thakur,"04_CSR, 24_PROD, 13_CE",,,
Kola Divedi,Better luck next time,,,
Muksidul Tiwari,Better luck next time,,,
Sahaya Maurrya,"28_METE, 29_TEXE, 31_POLE",,,
ममता Vishwakarma,"04_CSR, 24_PROD, 13_CE",,,
Subash Chandra Mishra,"07_CSBS, 19_MECH, 27_DTE",,,
Ankush Kumar Tiwari,"28_METE, 29_TEXE, 31_POLE",,,
Maanvi Pandey,"07_CSBS, 19_MECH, 27_DTE",,,
Ek Yadav,Better luck next time,,,
Sasanka Divedi,"28_METE, 29_TEXE, 31_POLE",,,
Kanwar Singh,"28_METE, 29_TEXE, 31_POLE",,,
Hetvi Vishwakarma,Better luck next time,,,
Ramesh Babu Sonkar,"28_METE, 29_TEXE, 31_POLE",,,
Tetei Rao,Better luck next time,,,
Loga Thakur,Better luck next time,,,
Fakira Rajput,Better luck next time,,,
Danu Divedi,Better luck next time,,,
Nayum Sonkar,"28_METE, 29_TEXE, 31_POLE",,,
Sreedhar Mishra,"04_CSR, 24_PROD, 13_CE",,,
Jabir Mishra,Better luck next time,,,
Parthiv Gupta,"07_CSBS, 19_MECH, 27_DTE",,,
Kirtan Mishra,"28_METE, 29_TEXE, 31_POLE",,,
Md Jamal Mishra,"28_METE, 29_TEXE, 31_POLE",,,
Raj Sharma Sonkar,Better luck next time,,,
Shabeena Mishra,"28_METE, 29_TEXE, 31_POLE",,,
Ranee Pandey,"28_METE, 29_TEXE, 31_POLE",,,
Nantu Srivastav,"28_METE, 29_TEXE, 31_POLE",,,
Rakesh Yadav Divedi,Better luck next time,,,
Brahmadatta Rai,"28_METE, 29_TEXE, 31_POLE",,,
Bhaben Tiwari,Better luck next time,,,
Vinay Yadav Rajput,"07_CSBS, 19_MECH, 27_DTE",,,
Suhail Pandit,"28_METE, 29_TEXE, 31_POLE",,,
Deven Rao,"28_METE, 29_TEXE, 31_POLE",,,
Mrinal Kanti Gupta,"28_METE, 29_TEXE, 31_POLE",,,
Sumanto Yadav,"05_CSECS, 32_BC, 36_BSP",,,
Balbir Tiwari,"02_CSAI, 32_BC, 35_BSC",,,
Ajibur Singh,Better luck next time,,,
Pasupuleti Tiwari,"02_CSAI, 32_BC, 35_BSC",,,
Devaraju Kumari,"28_METE, 29_TEXE, 31_POLE",,,
Narander Sonkar,Better luck next time,,,
Bansilal Rao,"28_METE, 29_TEXE, 31_POLE",,,
Binti Tiwari,"28_METE, 29_TEXE, 31_POLE",,,
Versha Devi,Better luck next time,,,
Pradeepa Yadav,"02_CSAI, 32_BC, 35_BSC",,,
Sanjit Kumar Yadav,Better luck next time,,,
Sanowar Kumar,"28_METE, 29_TEXE, 31_POLE",,,
Sweta Gupta,Better luck next time,,,
Mubashir Gupta,"07_CSBS, 19_MECH, 27_DTE",,,
Vighnesh Rajput,Better luck next time,,,
Khushnuma Sonkar,"02_CSAI, 32_BC, 35_BSC",,,
Kaviyarasu Singh,Better luck next time,,,
Rashmirekha Divedi,"02_CSAI, 32_BC, 35_BSC",,,
Pradum Rai,"02_CSAI, 32_BC, 35_BSC",,,
Jabeer Srivastav,"04_CSR, 24_PROD, 13_CE",,,
Rajavel Singh,Better luck next time,,,
Ansarul Thakur,Better luck next time,,,
Aslam Thakur,"28_METE, 29_TEXE, 31_POLE",,,
Urjita Seth,"02_CSAI, 32_BC, 35_BSC",,,
Data Rao,"28_METE, 29_TEXE, 31_POLE",,,
Arun Kumar Kumar,"28_METE, 29_TEXE, 31_POLE",,,
Bhagyawati Singh,"04_CSR, 24_PROD, 13_CE",,,
Tejkaran Divedi,"28_METE, 29_TEXE, 31_POLE",,,
Faruk Khan Gupta,"28_METE, 29_TEXE, 31_POLE",,,
Abdul Majid Rai,Better luck next time,,,
Hasibul Yadav,Better luck next time,,,
Balasaheb Pratap,"05_CSECS, 32_BC, 36_BSP",,,
सरवण Thakur,Better luck next time,,,
Jitul Srivastav,"28_METE, 29_TEXE, 31_POLE",,,
Hemsingh Rai,"04_CSR, 24_PROD, 13_CE",,,
Mithon Srivastav,"04_CSR, 24_PROD, 13_CE",,,
Lukesh Thakur,"07_CSBS, 19_MECH, 27_DTE",,,
Renubala Tiwari,"15_CHE, 16_BIOE, 25_FPT",,,
Sumpi Devi,"28_METE, 29_TEXE, 31_POLE",,,
Arpitha Thakur,Better luck next time,,,
Prakash Kumar Tiwari,"07_CSBS, 19_MECH, 27_DTE",,,
Santana Devi,Better luck next time,,,
Oinam Thakur,Better luck next time,,,
Jagannatha Thakur,"07_CSBS, 19_MECH, 27_DTE",,,
Rijwan Devi,"28_METE, 29_TEXE, 31_POLE",,,
Rajrani Thakur,Better luck next time,,,
Dhrmendr Yadav,Better luck next time,,,
Devidas Maurya,Better luck next time,,,
Sukhman Maurrya,Better luck next time,,,
Vatan Gupta,Better luck next time,,,
Prakash Kumar Rajput,Better luck next time,,,
Diptimayee Kumari,"07_CSBS, 19_MECH, 27_DTE",,,
शिवाजी Maurya,"04_CSR, 24_PROD, 13_CE",,,
Bhuraram Rao,"28_METE, 29_TEXE, 31_POLE",,,
Ovais Vishwakarma,"28_METE, 29_TEXE, 31_POLE",,,
Neerajkumar Yadav,Better luck next time,,,
Chiranjibi Maurrya,Better luck next time,,,
Najima Pratap,"04_CSR, 24_PROD, 13_CE",,,
Kutty Gupta,"07_CSBS, 19_MECH, 27_DTE",,,
Dasari Thakur,"05_CSECS, 32_BC, 36_BSP",,,
Dipanshu Tiwari,"04_CSR, 24_PROD, 13_CE",,,
Prafull Rai,"04_CSR, 24_PROD, 13_CE",,,
Gudakesha Seth,"04_CSR, 24_PROD, 13_CE",,,
Vaishali Gupta,Better luck next time,,,
Aagam Singh,Better luck next time,,,
Papia Divedi,"28_METE, 29_TEXE, 31_POLE",,,
Apurba Srivastav,Better luck next time,,,
Veeresha Srivastav,"28_METE, 29_TEXE, 31_POLE",,,
Bijay Divedi,"02_CSAI, 32_BC, 35_BSC",,,
Jyoti Kumari Kumari,Better luck next time,,,
Sanjeep Pandit,Better luck next time,,,
Sharavan Seth,"05_CSECS, 32_BC, 36_BSP",,,
Sourya Pandey,"28_METE, 29_TEXE, 31_POLE",,,
Devabrata Thakur,"05_CSECS, 32_BC, 36_BSP",,,
Iqra Pandey,Better luck next time,,,
Parthu Mishra,"02_CSAI, 32_BC, 35_BSC",,,
Sunli Rai,Better luck next time,,,
Shreeshail Rai,"05_CSECS, 32_BC, 36_BSP",,,
Shyamu Maurya,Better luck next time,,,
Santhoshkumar Rai,Better luck next time,,,
Puttaraju Singh,"07_CSBS, 19_MECH, 27_DTE",,,
Dhanraj Singh,Better luck next time,,,
Pragathi Devi,"28_METE, 29_TEXE, 31_POLE",,,
Pagla Yadav,"09_ECE, 23_AEE, 26_AGRE",,,
Jayu Thakur,Better luck next time,,,
Indarjeet Divedi,Better luck next time,,,
Kaleshwar Vishwakarma,"28_METE, 29_TEXE, 31_POLE",,,
Khusi Singh,"02_CSAI, 32_BC, 35_BSC",,,
Harvendra Thakur,Better luck next time,,,
Kalpataru Maurya,Better luck next time,,,
Ravindrakumar Rao,Better luck next time,,,
Nikhila Pandey,Better luck next time,,,
Sathiyaraj Kumar,"28_METE, 29_TEXE, 31_POLE",,,
Aurangzeb Seth,"05_CSECS, 32_BC, 36_BSP",,,
Dula Maurya,Better luck next time,,,
Annadurai Pandit,"28_METE, 29_TEXE, 31_POLE",,,
Kiru Mishra,"04_CSR, 24_PROD, 13_CE",,,
Om Parkash Sonkar,Better luck next time,,,
Kalachand Devi,"28_METE, 29_TEXE, 31_POLE",,,
Jaga Kumar,"04_CSR, 24_PROD, 13_CE",,,
Dhruv Kumar,Better luck next time,,,
Md Manjar Pandey,Better luck next time,,,
Sagarika Gupta,Better luck next time,,,
Banhishikha Kumar,"15_CHE, 16_BIOE, 25_FPT",,,
Dl Divedi,"01_CSE, 08_ESE, 22_EEE",,,
Sarfarz Pratap,"05_CSECS, 32_BC, 36_BSP",,,
Yash Pal Singh,Better luck next time,,,
Avdhut Tiwari,Better luck next time,,,
Basuraj Yadav,"04_CSR, 24_PROD, 13_CE",,,
Ikbal Srivastav,Better luck next time,,,
Yukta Devi,"07_CSBS, 19_MECH, 27_DTE",,,
रतन Divedi,Better luck next time,,,
Bisnu Maurya,Better luck next time,,,
Braja Kumari,Better luck next time,,,
Kalandar Divedi,"15_CHE, 16_BIOE, 25_FPT",,,
Dakshata Divedi,Better luck next time,,,
Radhakishan Pandey,"05_CSECS, 32_BC, 36_BSP",,,
Sadre Vishwakarma,"04_CSR, 24_PROD, 13_CE",,,
Kripa Singh,Better luck next time,,,
Mp Devi,"07_CSBS, 19_MECH, 27_DTE",,,
Yashodha Singh,"07_CSBS, 19_MECH, 27_DTE",,,
Ramaraj Rajput,Better luck next time,,,
Meharban Gupta,"07_CSBS, 19_MECH, 27_DTE",,,
Hemangini Rao,"04_CSR, 24_PROD, 13_CE",,,
रमेश कुमार Pandey,"28_METE, 29_TEXE, 31_POLE",,,
Daulat Rai,"28_METE, 29_TEXE, 31_POLE",,,
Devika Yadav,Better luck next time,,,
Sajith Singh,"05_CSECS, 32_BC, 36_BSP",,,
Sukhdeo Pandey,"28_METE, 29_TEXE, 31_POLE",,,
Shaikh Yadav,"28_METE, 29_TEXE, 31_POLE",,,
Gudan Vishwakarma,Better luck next time,,,
राजेंद्र Seth,"02_CSAI, 32_BC, 35_BSC",,,
Nj Srivastav,"07_CSBS, 19_MECH, 27_DTE",,,
Nishant Rajput,Better luck next time,,,
Bimalendu Divedi,"05_CSECS, 32_BC, 36_BSP",,,
Bale Thakur,Better luck next time,,,
Manika Divedi,"28_METE, 29_TEXE, 31_POLE",,,
Gajpati Srivastav,"04_CSR, 24_PROD, 13_CE",,,
रवि कुमार Thakur,"09_ECE, 23_AEE, 26_AGRE",,,
Jiten Divedi,Better luck next time,,,
Hiren Seth,"28_METE, 29_TEXE, 31_POLE",,,
Rupon Pandey,Better luck next time,,,
Taposh Mishra,Better luck next time,,,
Parihar Gupta,Better luck next time,,,
Mithil Rajput,Better luck next time,,,
Ifra Thakur,"05_CSECS, 32_BC, 36_BSP",,,
Yashwanth Divedi,"07_CSBS, 19_MECH, 27_DTE",,,
Dularchand Rao,Better luck next time,,,
Jyoti Prakash Singh,"02_CSAI, 32_BC, 35_BSC",,,
Jeetendra Maurrya,"28_METE, 29_TEXE, 31_POLE",,,
Md Alauddin Rai,"04_CSR, 24_PROD, 13_CE",,,
Puranmal Tiwari,Better luck next time,,,
Devram Divedi,Better luck next time,,,
Raghib Tiwari,Better luck next time,,,
अतुल Gupta,Better luck next time,,,
Ratneswar Pandit,"28_METE, 29_TEXE, 31_POLE",,,
Anita Devi Thakur,"04_CSR, 24_PROD, 13_CE",,,
Rajneesh Singh,"28_METE, 29_TEXE, 31_POLE",,,
Magal Vishwakarma,"28_METE, 29_TEXE, 31_POLE",,,
अमन Tiwari,"05_CSECS, 32_BC, 36_BSP",,,
Shani Kumar,Better luck next time,,,
Himalay Singh,Better luck next time,,,
Kundan Gupta,"02_CSAI, 32_BC, 35_BSC",,,
Pushpraj Devi,Better luck next time,,,
Babbu Yadav,"01_CSE, 08_ESE, 22_EEE",,,
Budu Seth,Better luck next time,,,
Hits Sonkar,Better luck next time,,,
Anvar Divedi,Better luck next time,,,
Ishan Devi,Better luck next time,,,
Khalilur Devi,Better luck next time,,,
Sparsh Mishra,"02_CSAI, 32_BC, 35_BSC",,,
Dablu Maurya,"02_CSAI, 32_BC, 35_BSC",,,
Chottu Divedi,Better luck next time,,,
Modassir Divedi,"28_METE, 29_TEXE, 31_POLE",,,
Bariya Rao,"09_ECE, 23_AEE, 26_AGRE",,,
Anandi Seth,Better luck next time,,,
Abdus Rajput,Better luck next time,,,
Arvind Yadav Pandit,"28_METE, 29_TEXE, 31_POLE",,,
Md Ahmad Maurrya,Better luck next time,,,
Rakesh Kumar Tiwari,"07_CSBS, 19_MECH, 27_DTE",,,
Ashutosh Gupta,Better luck next time,,,
Samarpita Vishwakarma,"04_CSR, 24_PROD, 13_CE",,,
Roke Thakur,"28_METE, 29_TEXE, 31_POLE",,,
Dalimi Pandey,"04_CSR, 24_PROD, 13_CE",,,
Yogesha Mishra,Better luck next time,,,
Ayasha Rajput,"28_METE, 29_TEXE, 31_POLE",,,
Ratheesh Sonkar,"04_CSR, 24_PROD, 13_CE",,,
Mustakin Pandey,Better luck next time,,,
Navaneeth Singh,"04_CSR, 24_PROD, 13_CE",,,
Minaketan Vishwakarma,Better luck next time,,,
Altaf Mishra,"28_METE, 29_TEXE, 31_POLE",,,
Surjeet Pandey,"28_METE, 29_TEXE, 31_POLE",,,
Sureshbhai Tiwari,Better luck next time,,,
Ziaul Gupta,Better luck next time,,,
Bansilal Rajput,Better luck next time,,,
Naksh Rao,"07_CSBS, 19_MECH, 27_DTE",,,
Bhagabat Srivastav,"07_CSBS, 19_MECH, 27_DTE",,,
Viplav Mishra,Better luck next time,,,
Vedparkash Gupta,Better luck next time,,,
Gabinda Tiwari,"28_METE, 29_TEXE, 31_POLE",,,
Dharmeswar Kumar,"28_METE, 29_TEXE, 31_POLE",,,
Rahulkumar Rai,"09_ECE, 23_AEE, 26_AGRE",,,
Prajith Yadav,"07_CSBS, 19_MECH, 27_DTE",,,
Rajapandi Vishwakarma,"07_CSBS, 19_MECH, 27_DTE",,,
Darpana Sonkar,"28_METE, 29_TEXE, 31_POLE",,,
Ishaque Rao,"28_METE, 29_TEXE, 31_POLE",,,
Jigmet Pandey,"07_CSBS, 19_MECH, 27_DTE",,,
Abimanyu Rai,Better luck next time,,,
Sharvan Kumar Vishwakarma,"05_CSECS, 32_BC, 36_BSP",,,
Pradip Kumar Vishwakarma,"03_CSDS, 10_EE, 11_ME",,,
Ankur Kumar Thakur,"28_METE, 29_TEXE, 31_POLE",,,
Faijul Kumari,Better luck next time,,,
Kartik Kumar Pandey,Better luck next time,,,
Hars Kumar,Better luck next time,,,
Vickky Pandit,Better luck next time,,,
Brinda Gupta,"02_CSAI, 32_BC, 35_BSC",,,
Aadya Divedi,Better luck next time,,,
Bante Srivastav,"28_METE, 29_TEXE, 31_POLE",,,
Joydip Devi,Better luck next time,,,
Bhupender Vishwakarma,Better luck next time,,,
Papay Seth,Better luck next time,,,
Dharamdev Kumari,Better luck next time,,,
Gaurinandan Sonkar,"07_CSBS, 19_MECH, 27_DTE",,,
Naocha Divedi,Better luck next time,,,
Lawkush Rai,Better luck next time,,,
Imarn Tiwari,"28_METE, 29_TEXE, 31_POLE",,,
Subhra Pandey,"28_METE, 29_TEXE, 31_POLE",,,
Jainal Gupta,Better luck next time,,,
Saddan Vishwakarma,"02_CSAI, 32_BC, 35_BSC",,,
Santram Yadav,Better luck next time,,,
Lmran Vishwakarma,"28_METE, 29_TEXE, 31_POLE",,,
Pollathavan Srivastav,"04_CSR, 24_PROD, 13_CE",,,
विनोद कुमार Rai,Better luck next time,,,
Deepak Raj Singh,"07_CSBS, 19_MECH, 27_DTE",,,
Shyju Sonkar,"28_METE, 29_TEXE, 31_POLE",,,
Sahi Divedi,Better luck next time,,,
Irrfan Singh,Better luck next time,,,
Labanya Singh,Better luck next time,,,
Tejpal Mishra,"28_METE, 29_TEXE, 31_POLE",,,
Pradeep Yadav Maurya,Better luck next time,,,
Maruthu Gupta,"04_CSR, 24_PROD, 13_CE",,,
Maheshbhai Kumari,Better luck next time,,,
Boxer Kumari,Better luck next time,,,
Henil Rajput,Better luck next time,,,
Aarush Sonkar,Better luck next time,,,
Katara Kumar,Better luck next time,,,
Samraggi Devi,Better luck next time,,,
Shahalom Singh,Better luck next time,,,
Rinchin Singh,"05_CSECS, 32_BC, 36_BSP",,,
Anandh Gupta,Better luck next time,,,
Yuvraj Singh Pratap,"02_CSAI, 32_BC, 35_BSC",,,
Sahir Pandey,"28_METE, 29_TEXE, 31_POLE",,,
Devraj Singh Sonkar,"28_METE, 29_TEXE, 31_POLE",,,
Intzar Kumari,"28_METE, 29_TEXE, 31_POLE",,,
Brejesh Pandey,"28_METE, 29_TEXE, 31_POLE",,,
Sraboni Pandit,Better luck next time,,,
Shahista Pandit,"07_CSBS, 19_MECH, 27_DTE",,,
Jayantibhai Yadav,Better luck next time,,,
Prathvi Seth,"04_CSR, 24_PROD, 13_CE",,,
Litan Pratap,Better luck next time,,,
Mayank Divedi,Better luck next time,,,
Bharathkumar Sonkar,Better luck next time,,,
Talari Rajput,"28_METE, 29_TEXE, 31_POLE",,,
Pinkee Devi,Better luck next time,,,
देवराज Gupta,"09_ECE, 23_AEE, 26_AGRE",,,
Tailor Pratap,Better luck next time,,,
Sweeti Sonkar,"07_CSBS, 19_MECH, 27_DTE",,,
Ramdev Singh,Better luck next time,,,
सुरज Srivastav,"07_CSBS, 19_MECH, 27_DTE",,,
Vishaal Pandey,"28_METE, 29_TEXE, 31_POLE",,,
Gorab Singh,Better luck next time,,,
Ruchi Mishra,"07_CSBS, 19_MECH, 27_DTE",,,
Kondalarao Maurya,"04_CSR, 24_PROD, 13_CE",,,
Geetanjali Pandey,Better luck next time,,,
Bichitra Rao,"28_METE, 29_TEXE, 31_POLE",,,
Abhayraj Rai,"09_ECE, 23_AEE, 26_AGRE",,,
Saksham Rao,"28_METE, 29_TEXE, 31_POLE",,,
Gourab Seth,"28_METE, 29_TEXE, 31_POLE",,,
Vijander Rao,Better luck next time,,,
Sangeeth Yadav,"28_METE, 29_TEXE, 31_POLE",,,
Maloti Maurya,Better luck next time,,,
Aarish Gupta,"05_CSECS, 32_BC, 36_BSP",,,
Sumanth Yadav,Better luck next time,,,
Karimul Gupta,"02_CSAI, 32_BC, 35_BSC",,,
Hitarth Divedi,"28_METE, 29_TEXE, 31_POLE",,,
Zuber Sonkar,"28_METE, 29_TEXE, 31_POLE",,,
Hruaii Pratap,Better luck next time,,,
Shalin Kumar,"04_CSR, 24_PROD, 13_CE",,,
Ediga Divedi,"15_CHE, 16_BIOE, 25_FPT",,,
Parikhit Yadav,"02_CSAI, 32_BC, 35_BSC",,,
Afaz Rajput,Better luck next time,,,
Susant Vishwakarma,Better luck next time,,,
Ramalakshmi Gupta,"07_CSBS, 19_MECH, 27_DTE",,,
Harun Srivastav,"05_CSECS, 32_BC, 36_BSP",,,
Ravikumar Vishwakarma,"28_METE, 29_TEXE, 31_POLE",,,
Bineeta Srivastav,"02_CSAI, 32_BC, 35_BSC",,,
Sirajul Rai,Better luck next time,,,
Sony Sonkar,Better luck next time,,,
नामदेव Kumar,Better luck next time,,,
Bhargav Maurya,"07_CSBS, 19_MECH, 27_DTE",,,
Jotin Rajput,Better luck next time,,,
Thiru Gupta,Better luck next time,,,
Rajiv Ranjan Yadav,"28_METE, 29_TEXE, 31_POLE",,,
Subrato Singh,Better luck next time,,,
Priyakshi Rao,"07_CSBS, 19_MECH, 27_DTE",,,
Sourov Seth,Better luck next time,,,
Narander Rai,Better luck next time,,,
Satya Ranjan Kumar,"28_METE, 29_TEXE, 31_POLE",,,
Ramesh Yadav Pratap,Better luck next time,,,
Jayoti Vishwakarma,Better luck next time,,,
Satyapal Pandey,Better luck next time,,,
Shankara Singh,"07_CSBS, 19_MECH, 27_DTE",,,
Parvendra Maurrya,"09_ECE, 23_AEE, 26_AGRE",,,
Najma Rai,Better luck next time,,,
Abhi Raj Divedi,"07_CSBS, 19_MECH, 27_DTE",,,
Rebal Srivastav,"04_CSR, 24_PROD, 13_CE",,,
Senthi Yadav,Better luck next time,,,
आमोल Vishwakarma,"04_CSR, 24_PROD, 13_CE",,,
Mapuii Tiwari,"28_METE, 29_TEXE, 31_POLE",,,
शरद Pratap,"28_METE, 29_TEXE, 31_POLE",,,
Goutam Thakur,"28_METE, 29_TEXE, 31_POLE",,,
Prokash Maurrya,Better luck next time,,,
Gouthami Sonkar,"07_CSBS, 19_MECH, 27_DTE",,,
Sundhar Srivastav,"28_METE, 29_TEXE, 31_POLE",,,
Aanjaneya Sonkar,"02_CSAI, 32_BC, 35_BSC",,,
Gurjar Divedi,Better luck next time,,,
Liyakat Divedi,Better luck next time,,,
Aatma Devi,Better luck next time,,,
Damor Divedi,"28_METE, 29_TEXE, 31_POLE",,,
Rittu Rai,Better luck next time,,,
Jafir Divedi,"28_METE, 29_TEXE, 31_POLE",,,
Sivaji Rao,"07_CSBS, 19_MECH, 27_DTE",,,
Rma Pratap,"28_METE, 29_TEXE, 31_POLE",,,
पंडित Vishwakarma,"28_METE, 29_TEXE, 31_POLE",,,
Pujarani Divedi,Better luck next time,,,
Rajnikant Seth,"04_CSR, 24_PROD, 13_CE",,,
Kodi Mishra,Better luck next time,,,
Devendr Tiwari,Better luck next time,,,
Koppula Rao,"07_CSBS, 19_MECH, 27_DTE",,,
Satto Srivastav,"04_CSR, 24_PROD, 13_CE",,,
Bablukumar Gupta,"15_CHE, 16_BIOE, 25_FPT",,,
Rizban Mishra,"01_CSE, 08_ESE, 22_EEE",,,
Manzoor Vishwakarma,"07_CSBS, 19_MECH, 27_DTE",,,
Alekhya Singh,"09_ECE, 23_AEE, 26_AGRE",,,
Sivasakthi Vishwakarma,"07_CSBS, 19_MECH, 27_DTE",,,
Sn Gupta,Better luck next time,,,
Psy Rai,"05_CSECS, 32_BC, 36_BSP",,,
Bachcha Rai,Better luck next time,,,
Sukriti Srivastav,Better luck next time,,,
Jiyabur Srivastav,"05_CSECS, 32_BC, 36_BSP",,,
Hardika Tiwari,"28_METE, 29_TEXE, 31_POLE",,,
Dipul Vishwakarma,"07_CSBS, 19_MECH, 27_DTE",,,
Dharshini Seth,Better luck next time,,,
Pramod Kumar Rai,Better luck next time,,,
Bhavesh Maurya,"04_CSR, 24_PROD, 13_CE",,,
Neeshu Pratap,"28_METE, 29_TEXE, 31_POLE",,,
Prveen Kumari,Better luck next time,,,
Pavan Kalyan Kumar,"28_METE, 29_TEXE, 31_POLE",,,
Sebastin Divedi,"04_CSR, 24_PROD, 13_CE",,,
जगदिश Rao,"01_CSE, 08_ESE, 22_EEE",,,
Tanishk Rao,"05_CSECS, 32_BC, 36_BSP",,,
Surajpal Pandit,Better luck next time,,,
Harsha Sonkar,Better luck next time,,,
Shankarlal Srivastav,"07_CSBS, 19_MECH, 27_DTE",,,
Gajadhar Tiwari,Better luck next time,,,
Ibomcha Gupta,Better luck next time,,,
Swapan Kumar Rajput,"04_CSR, 24_PROD, 13_CE",,,
Dhirendar Kumari,"28_METE, 29_TEXE, 31_POLE",,,
Ravishankar Gupta,Better luck next time,,,
Pradipsinh Singh,"05_CSECS, 32_BC, 36_BSP",,,
Akaash Singh,"07_CSBS, 19_MECH, 27_DTE",,,
Jenisha Maurya,"28_METE, 29_TEXE, 31_POLE",,,
Paswan Tiwari,Better luck next time,,,
Csk Devi,Better luck next time,,,
Chandavarman Seth,"02_CSAI, 32_BC, 35_BSC",,,
Sehjad Rao,"05_CSECS, 32_BC, 36_BSP",,,
Khursid Kumar,"05_CSECS, 32_BC, 36_BSP",,,
Vividha Seth,Better luck next time,,,
Ramesh Chand Rajput,Better luck next time,,,
Tank Rajput,"07_CSBS, 19_MECH, 27_DTE",,,
Dharmakeerti Rai,Better luck next time,,,
Dhanjay Gupta,"28_METE, 29_TEXE, 31_POLE",,,
Bhagyashree Divedi,Better luck next time,,,
Shubhajit Maurya,"28_METE, 29_TEXE, 31_POLE",,,
Rambharosh Divedi,"28_METE, 29_TEXE, 31_POLE",,,
Sonu Chauhan Maurya,"28_METE, 29_TEXE, 31_POLE",,,
Vagela Rai,Better luck next time,,,
Piku Yadav,Better luck next time,,,
Sachin Singh Pandit,Better luck next time,,,
Resham Devi,Better luck next time,,,
Ramjeevan Kumari,"28_METE, 29_TEXE, 31_POLE",,,
Vasu Pandey,Better luck next time,,,
Seenu Singh,"09_ECE, 23_AEE, 26_AGRE",,,
Sunidhi Vishwakarma,Better luck next time,,,
Pabitra Kumar Gupta,"02_CSAI, 32_BC, 35_BSC",,,
Chandradev Divedi,"09_ECE, 23_AEE, 26_AGRE",,,
Somananda Rajput,"02_CSAI, 32_BC, 35_BSC",,,
किरन Gupta,Better luck next time,,,
Pui Kumar,"02_CSAI, 32_BC, 35_BSC",,,
Kamal Kishor Srivastav,"05_CSECS, 32_BC, 36_BSP",,,
Savitri Maurya,"28_METE, 29_TEXE, 31_POLE",,,
Chandra Prakash Gupta,Better luck next time,,,
Bindurekha Divedi,"28_METE, 29_TEXE, 31_POLE",,,
Sujit Kumar Yadav,Better luck next time,,,
Vaijayanti Tiwari,Better luck next time,,,
Parmila Sonkar,Better luck next time,,,
Radika Seth,"28_METE, 29_TEXE, 31_POLE",,,
Diptiranjan Sonkar,"05_CSECS, 32_BC, 36_BSP",,,
Narayn Kumar,Better luck next time,,,
Charan Rajput,Better luck next time,,,
Beenu Gupta,"02_CSAI, 32_BC, 35_BSC",,,
Mintu Devi,"02_CSAI, 32_BC, 35_BSC",,,
Gowda Rajput,"28_METE, 29_TEXE, 31_POLE",,,
Ajeem Devi,"28_METE, 29_TEXE, 31_POLE",,,
सरिता Divedi,Better luck next time,,,
Mannu Thakur,Better luck next time,,,
Chandrasekar Divedi,"15_CHE, 16_BIOE, 25_FPT",,,
Hardiksinh Pandit,Better luck next time,,,
Shivalinga Vishwakarma,Better luck next time,,,
Ranjitsinh Sonkar,Better luck next time,,,
Parshant Thakur,"02_CSAI, 32_BC, 35_BSC",,,
Asadul Sonkar,"28_METE, 29_TEXE, 31_POLE",,,
Sahnawaz Sonkar,"28_METE, 29_TEXE, 31_POLE",,,
Loke Rajput,"05_CSECS, 32_BC, 36_BSP",,,
Indira Singh,Better luck next time,,,
Rajander Rao,"28_METE, 29_TEXE, 31_POLE",,,
Kuruva Thakur,"07_CSBS, 19_MECH, 27_DTE",,,
Boro Pandey,Better luck next time,,,
Sajina Gupta,Better luck next time,,,
Pavankumar Seth,"07_CSBS, 19_MECH, 27_DTE",,,
Rimi Singh,Better luck next time,,,
Santhanam Maurrya,Better luck next time,,,
Kota Sonkar,"28_METE, 29_TEXE, 31_POLE",,,
Jagendra Rao,"07_CSBS, 19_MECH, 27_DTE",,,
Shrawan Kumar Rajput,"28_METE, 29_TEXE, 31_POLE",,,
Pravind Seth,"07_CSBS, 19_MECH, 27_DTE",,,
